	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C152   	  91.67	  92.43	  96.10	  91.82	  89.63	  91.64	  92.01	  91.80	  91.77	  91.38	  91.94	  90.86	  92.73	  91.56	  92.26	  91.84	  91.65	  91.81	  91.74	  91.97	  91.73	  92.33	  91.56	  91.56	  91.85	  92.03	  92.24	  92.49	  91.75	  91.55	  91.15	  90.20	  90.10	  89.40	  91.97	  91.10	  90.57	  92.51	  91.36	  92.34	  92.08	  91.76	  91.85	  92.21	  92.26	  92.25	  91.78	  92.05	  92.56	  91.31	  92.37	  90.50	  92.19	  91.89	  92.09	  96.52	  96.71	  96.73	  92.55	  92.61	  92.84	  92.52	 100.00	  96.32	  96.19	  91.59	  91.35	  91.25	  91.23	  91.86	  88.01	  92.05	  91.70	  91.80	  91.62	  92.13	  92.05	  91.38	  91.62	  92.61	  93.04	  92.41	  92.96	  92.24	  92.72	  93.25	  93.14	  92.99	  92.44	  92.03	  90.90	  92.47	  91.14	  91.90	  92.26	  92.86	  91.87	  91.01	  92.15	  91.66	  92.32	  91.65	  92.25	  91.26	  91.69	  92.39	  91.42	  91.67	  92.11	  92.27	  92.40	  91.42	  91.56	  91.81	  91.78	  92.37	  89.18	  92.05	  91.14	  90.63	  91.58	  93.16	  92.33	  88.42	  91.45	  92.08	  84.09	  90.63	  91.87	  91.98	  91.87	  92.22	  91.65	  92.32	  92.52	  92.34	  92.58	  90.56	  92.51	  92.40	  91.55	  92.49	  91.58	  91.04	  89.54	  91.73	  92.41	  92.04	  93.29	  91.69	  91.91	  91.97	  92.15	  92.25	  91.98	  92.61	  92.23	  89.81	  91.14	  92.01	  92.25	  92.69	  92.72	  92.63	  91.91	  92.37	  92.45	  92.86	  92.73	  92.18	  92.62	  92.29	  92.98	  92.55	  91.53	  92.29	  92.67	  92.55	  91.43	  91.81	  91.67	  91.77	  91.91	  91.89	  91.69	  91.86	  91.84	  91.82	  92.20	  91.92	  92.01	  91.57	  91.97	  89.79	  91.88	  92.56	  92.55	  91.92	  92.40	  92.65	  92.12	  91.78	  91.95	  91.86	  92.61	  91.51	  92.22	  92.28	  92.25	  91.54	  92.96	  91.35	  91.95	  92.73	  92.43	  92.45	  92.84	  92.86
C153   	  92.10	  92.76	  96.33	  92.18	  89.81	  91.82	  92.35	  91.91	  92.18	  91.82	  92.06	  91.19	  92.68	  91.74	  92.40	  91.93	  91.89	  92.25	  92.10	  92.55	  92.08	  92.51	  91.62	  92.10	  92.07	  92.09	  92.37	  92.72	  91.85	  92.05	  91.38	  90.47	  90.18	  89.46	  92.05	  91.13	  90.82	  92.60	  91.57	  92.73	  92.56	  91.88	  92.29	  92.62	  92.51	  92.33	  92.13	  92.40	  92.67	  91.91	  92.74	  90.53	  92.60	  92.16	  92.03	  96.26	  96.65	  96.38	  92.62	  92.72	  92.79	  92.81	  96.32	 100.00	  96.43	  91.70	  91.68	  91.64	  91.43	  92.12	  88.31	  92.20	  91.49	  91.98	  91.87	  92.29	  92.33	  91.64	  91.63	  92.68	  93.37	  92.65	  93.17	  92.48	  92.99	  93.16	  93.33	  93.02	  92.57	  92.02	  91.39	  92.71	  91.22	  92.34	  92.57	  92.95	  92.38	  91.18	  92.35	  91.75	  92.46	  91.87	  92.49	  91.81	  92.04	  92.53	  91.49	  92.19	  92.52	  92.53	  92.71	  91.95	  91.67	  92.07	  92.17	  92.71	  89.39	  92.18	  91.15	  90.88	  91.63	  93.36	  92.66	  88.84	  91.83	  92.34	  84.11	  90.83	  92.26	  92.09	  92.24	  92.24	  91.84	  92.49	  92.57	  92.56	  92.74	  90.63	  92.66	  92.65	  91.79	  92.77	  91.78	  91.39	  89.95	  91.71	  92.52	  92.22	  93.47	  91.70	  92.05	  92.28	  92.22	  92.51	  92.12	  92.58	  92.56	  90.08	  91.71	  92.34	  92.72	  92.84	  93.02	  93.14	  92.24	  92.50	  92.90	  93.09	  92.88	  92.78	  93.09	  92.62	  93.46	  92.68	  91.48	  92.57	  93.02	  92.97	  91.87	  92.05	  91.87	  91.97	  92.11	  91.98	  91.78	  92.27	  92.32	  91.93	  92.58	  92.12	  92.44	  91.72	  92.19	  90.15	  92.25	  92.86	  92.91	  92.14	  92.55	  92.86	  92.50	  92.06	  92.37	  92.10	  92.87	  91.65	  92.61	  92.69	  92.39	  91.65	  93.07	  91.62	  92.06	  93.04	  92.73	  92.56	  92.89	  93.23
C154   	  91.65	  92.61	  96.13	  91.87	  89.49	  91.50	  91.90	  91.87	  91.43	  91.39	  91.88	  91.13	  92.38	  91.54	  92.14	  91.56	  91.38	  91.71	  91.67	  92.13	  91.69	  92.21	  91.29	  92.06	  91.65	  91.68	  92.14	  92.36	  91.53	  91.72	  91.01	  90.01	  90.06	  89.25	  91.85	  90.95	  90.66	  92.22	  91.24	  92.34	  92.34	  91.51	  92.20	  92.15	  92.29	  92.15	  91.74	  92.10	  92.62	  91.54	  92.56	  90.47	  92.17	  91.64	  91.96	  96.38	  96.59	  96.32	  92.38	  92.68	  92.42	  92.27	  96.19	  96.43	 100.00	  91.27	  91.18	  91.14	  91.10	  91.69	  87.90	  91.92	  91.17	  91.57	  91.42	  92.16	  91.84	  91.23	  91.63	  92.38	  92.96	  92.54	  93.07	  92.09	  92.62	  93.03	  93.10	  92.78	  92.47	  91.76	  91.17	  92.31	  90.94	  92.06	  92.25	  92.86	  92.18	  91.22	  92.16	  91.65	  92.14	  91.62	  91.93	  91.29	  91.65	  92.42	  91.25	  91.97	  92.07	  91.97	  92.39	  91.80	  91.31	  91.84	  91.66	  92.29	  89.08	  91.87	  90.99	  90.73	  91.52	  93.11	  92.42	  88.63	  91.68	  92.04	  84.06	  90.75	  91.92	  91.84	  92.18	  92.05	  91.65	  92.34	  92.36	  92.24	  92.46	  90.50	  92.62	  92.51	  91.51	  92.70	  91.65	  91.03	  89.75	  91.56	  92.58	  91.88	  93.22	  91.44	  91.88	  91.85	  91.90	  92.36	  91.82	  92.28	  92.05	  89.75	  91.26	  92.02	  92.29	  92.59	  92.69	  92.64	  92.17	  92.20	  92.54	  92.80	  92.77	  92.17	  92.88	  92.40	  93.02	  92.34	  91.21	  92.42	  92.87	  92.60	  91.61	  91.92	  91.70	  91.77	  91.87	  91.57	  91.78	  91.99	  91.96	  91.76	  91.95	  91.82	  92.02	  91.43	  92.02	  89.98	  91.91	  92.50	  92.62	  92.04	  92.72	  92.86	  92.14	  91.77	  92.30	  91.76	  92.47	  91.22	  92.55	  92.18	  92.09	  91.39	  93.01	  91.38	  91.81	  92.74	  92.39	  92.18	  92.64	  92.91
C155   	  95.06	  93.07	  91.69	  95.78	  89.83	  95.48	  94.12	  96.44	  93.69	  93.28	  94.39	  94.49	  93.57	  94.21	  93.55	  91.89	  95.49	  93.86	  93.34	  94.05	  92.36	  94.78	  93.04	  93.60	  94.31	  93.35	  95.93	  92.42	  95.59	  94.39	  92.91	  91.02	  92.01	  90.36	  92.03	  88.63	  92.26	  95.28	  91.26	  92.82	  92.51	  93.74	  92.22	  92.80	  90.09	  90.03	  91.94	  93.75	  94.38	  92.21	  92.52	  93.85	  94.13	  95.04	  93.02	  91.35	  91.88	  91.87	  92.95	  94.59	  93.01	  92.76	  91.59	  91.70	  91.27	 100.00	  97.26	  97.14	  97.09	  93.96	  89.70	  94.08	  93.07	  95.59	  95.48	  91.61	  94.32	  92.27	  91.72	  93.42	  92.72	  94.54	  92.76	  92.69	  93.62	  94.03	  93.94	  92.39	  93.09	  96.09	  91.34	  94.10	  93.10	  92.00	  93.85	  93.29	  92.12	  90.14	  91.87	  96.05	  94.09	  95.53	  93.75	  95.32	  91.73	  91.63	  95.33	  96.17	  94.40	  94.24	  94.36	  95.86	  95.61	  94.53	  95.84	  94.16	  91.01	  96.11	  95.47	  95.06	  95.98	  94.25	  91.93	  91.56	  93.82	  94.13	  87.28	  92.46	  94.03	  93.81	  93.74	  93.63	  96.74	  94.18	  95.23	  94.21	  93.72	  93.38	  95.20	  95.07	  96.25	  95.00	  94.23	  95.16	  92.15	  94.21	  92.71	  95.46	  92.81	  95.17	  94.83	  95.67	  94.92	  94.31	  95.77	  94.11	  94.81	  91.31	  92.93	  94.85	  95.17	  93.12	  93.14	  93.13	  92.24	  92.45	  92.39	  93.18	  94.59	  94.08	  94.59	  92.63	  94.72	  94.40	  93.26	  93.95	  94.08	  93.86	  94.33	  94.60	  96.79	  94.73	  94.87	  94.64	  94.61	  94.94	  94.88	  94.66	  94.08	  93.66	  94.29	  96.42	  93.92	  92.00	  94.31	  94.71	  94.67	  95.02	  93.87	  94.03	  96.16	  94.93	  94.07	  96.90	  93.45	  96.05	  94.36	  94.24	  95.81	  95.07	  94.60	  93.34	  95.54	  94.49	  95.28	  95.00	  93.17	  93.17
C156   	  94.52	  92.62	  91.32	  95.62	  89.48	  95.32	  94.10	  96.00	  93.44	  93.15	  94.25	  94.29	  93.18	  93.82	  93.09	  91.89	  95.52	  93.77	  92.82	  93.82	  92.00	  94.64	  92.98	  93.29	  94.19	  92.85	  95.72	  92.28	  95.34	  94.06	  92.70	  90.80	  91.67	  90.22	  91.77	  88.53	  92.30	  95.20	  91.21	  92.45	  92.22	  93.47	  91.92	  92.49	  89.78	  89.67	  91.83	  93.48	  94.22	  92.31	  92.35	  93.69	  93.82	  94.61	  92.60	  91.18	  91.47	  91.55	  92.76	  94.35	  92.63	  92.76	  91.35	  91.68	  91.18	  97.26	 100.00	  97.05	  97.02	  93.69	  89.47	  93.88	  92.82	  95.42	  95.24	  91.37	  94.24	  92.28	  91.46	  93.48	  92.64	  94.22	  92.53	  92.44	  93.41	  93.80	  93.63	  92.08	  93.09	  95.71	  91.21	  93.90	  92.79	  91.55	  93.57	  93.00	  92.01	  89.95	  91.78	  95.69	  93.91	  95.03	  93.67	  95.24	  91.72	  91.67	  95.08	  95.75	  93.83	  93.92	  94.17	  95.60	  95.36	  94.22	  95.80	  94.16	  90.71	  95.81	  95.07	  94.57	  95.72	  94.11	  91.65	  91.15	  93.53	  93.72	  87.19	  92.25	  93.76	  93.43	  93.61	  93.34	  96.39	  93.96	  94.97	  94.05	  93.52	  92.99	  95.02	  94.91	  96.11	  94.76	  94.01	  95.06	  92.14	  94.02	  92.37	  95.32	  92.60	  95.13	  94.65	  95.51	  94.64	  93.90	  95.63	  94.00	  94.88	  90.65	  92.68	  94.67	  94.97	  92.75	  93.03	  92.84	  92.03	  92.20	  92.24	  93.00	  94.39	  93.92	  94.25	  92.42	  94.50	  93.97	  93.28	  93.89	  93.59	  93.82	  94.17	  94.48	  96.57	  94.35	  94.60	  94.46	  94.31	  94.82	  95.06	  94.54	  93.92	  93.60	  94.02	  96.15	  93.69	  91.68	  94.17	  94.38	  94.35	  94.82	  93.89	  93.89	  95.78	  94.48	  93.72	  96.55	  93.18	  95.84	  94.05	  93.91	  95.81	  94.97	  94.50	  93.19	  95.53	  94.33	  94.96	  94.84	  93.20	  92.94
C157   	  95.01	  92.72	  91.62	  95.67	  89.68	  95.28	  94.19	  96.05	  93.67	  93.14	  94.32	  94.44	  93.28	  94.11	  93.33	  91.62	  95.36	  93.76	  93.34	  93.78	  92.11	  94.64	  93.11	  93.36	  94.21	  93.04	  95.62	  92.47	  95.50	  94.10	  92.75	  91.02	  91.93	  90.44	  91.90	  88.61	  92.20	  95.27	  91.22	  92.51	  92.31	  93.50	  92.03	  92.37	  89.87	  89.75	  91.93	  93.61	  94.30	  92.32	  92.71	  93.59	  94.09	  95.08	  92.73	  91.21	  91.53	  91.75	  92.62	  94.37	  92.74	  92.60	  91.25	  91.64	  91.14	  97.14	  97.05	 100.00	  96.98	  94.15	  89.72	  93.96	  92.92	  95.56	  95.57	  91.49	  94.23	  92.29	  91.67	  93.51	  92.43	  94.35	  92.64	  92.57	  93.29	  93.70	  93.82	  92.06	  93.10	  96.10	  91.24	  93.99	  92.96	  91.77	  93.59	  93.40	  91.85	  90.01	  91.77	  95.73	  93.94	  95.32	  93.88	  95.38	  91.67	  91.62	  95.33	  95.89	  94.22	  94.04	  94.22	  95.82	  95.36	  94.21	  96.02	  94.18	  90.82	  95.81	  95.37	  94.59	  95.64	  94.15	  91.89	  91.33	  94.04	  93.89	  87.27	  92.30	  93.93	  93.65	  93.70	  93.38	  96.49	  93.92	  94.96	  94.09	  93.54	  93.08	  94.95	  94.94	  96.38	  95.06	  94.28	  95.32	  92.21	  94.13	  92.50	  95.18	  92.50	  94.95	  94.84	  95.58	  94.58	  93.88	  95.49	  94.03	  94.84	  90.85	  92.88	  94.85	  94.95	  92.77	  92.98	  92.99	  92.09	  92.14	  92.52	  93.19	  94.62	  93.94	  94.62	  92.55	  94.72	  93.99	  93.39	  93.77	  93.72	  93.78	  94.30	  94.67	  96.60	  94.51	  94.63	  94.53	  94.46	  95.13	  94.93	  94.64	  93.99	  93.75	  93.98	  96.33	  93.80	  91.85	  94.42	  94.47	  94.43	  94.80	  93.81	  94.09	  95.98	  94.92	  93.91	  96.77	  93.10	  96.00	  94.20	  94.18	  95.88	  94.77	  94.51	  93.14	  95.65	  94.58	  95.18	  94.70	  93.32	  93.07
C158   	  94.57	  92.66	  91.35	  95.63	  89.43	  95.17	  93.72	  96.07	  93.41	  93.02	  94.14	  94.26	  93.21	  93.75	  92.98	  91.71	  95.20	  93.66	  92.97	  93.62	  91.99	  94.38	  92.84	  93.24	  94.14	  92.96	  95.61	  92.37	  95.47	  93.90	  92.50	  90.77	  91.72	  90.03	  91.89	  88.32	  92.13	  95.11	  91.18	  92.35	  92.12	  93.17	  92.02	  92.33	  89.61	  89.59	  91.87	  93.61	  94.33	  91.98	  92.19	  93.70	  93.98	  94.60	  92.67	  91.11	  91.40	  91.64	  92.45	  94.01	  92.60	  92.35	  91.23	  91.43	  91.10	  97.09	  97.02	  96.98	 100.00	  93.68	  89.64	  93.76	  92.72	  95.35	  95.29	  91.40	  94.27	  92.11	  91.41	  93.22	  92.34	  94.25	  92.63	  92.38	  93.30	  93.63	  93.54	  91.98	  92.94	  95.73	  91.04	  93.95	  92.67	  91.78	  93.33	  93.28	  92.00	  89.83	  91.58	  95.68	  93.88	  95.00	  93.52	  95.09	  91.57	  91.53	  94.91	  95.70	  93.90	  93.97	  93.98	  95.73	  95.35	  94.09	  95.67	  93.86	  90.50	  95.62	  94.85	  94.40	  95.71	  94.18	  91.66	  91.12	  93.61	  93.92	  87.27	  92.16	  93.51	  93.42	  93.48	  93.12	  96.32	  93.89	  94.98	  93.97	  93.42	  92.86	  94.95	  94.84	  96.04	  94.81	  93.96	  95.03	  91.93	  93.99	  92.26	  94.96	  92.56	  94.82	  94.72	  95.34	  94.57	  93.91	  95.26	  93.79	  94.58	  90.68	  92.71	  94.66	  94.68	  92.72	  93.03	  92.73	  91.93	  92.02	  92.29	  92.88	  94.48	  93.83	  94.38	  92.35	  94.22	  93.91	  93.23	  93.82	  93.50	  93.72	  94.08	  94.35	  96.46	  94.17	  94.68	  94.37	  94.17	  94.73	  94.79	  94.44	  93.99	  93.47	  93.78	  96.18	  93.72	  91.50	  94.18	  94.25	  94.34	  94.60	  93.59	  93.84	  95.67	  94.62	  93.77	  96.42	  92.87	  95.64	  94.05	  93.98	  95.66	  94.63	  94.14	  92.91	  95.50	  94.17	  94.76	  94.73	  93.14	  92.91
C159   	  95.05	  92.83	  92.11	  94.76	  89.51	  94.43	  93.23	  93.97	  93.00	  92.98	  93.94	  93.98	  93.24	  94.13	  93.26	  91.82	  94.73	  92.98	  92.92	  92.97	  91.48	  94.29	  93.16	  92.16	  92.99	  93.09	  94.46	  92.21	  94.12	  94.25	  92.38	  90.22	  91.77	  89.43	  91.62	  88.88	  90.89	  94.53	  91.52	  92.52	  92.32	  93.01	  92.17	  92.50	  89.90	  90.26	  91.01	  92.50	  94.39	  91.37	  92.56	  92.89	  93.57	  94.63	  92.01	  91.88	  92.18	  92.18	  92.95	  94.04	  92.97	  92.76	  91.86	  92.12	  91.69	  93.96	  93.69	  94.15	  93.68	 100.00	  89.06	  96.75	  93.19	  93.87	  93.79	  91.49	  92.87	  91.54	  90.59	  93.13	  93.60	  93.85	  93.60	  92.77	  93.27	  93.35	  93.40	  92.09	  92.97	  94.79	  91.67	  93.24	  92.22	  91.57	  93.56	  92.60	  91.60	  90.21	  91.71	  94.25	  92.54	  94.05	  93.59	  94.05	  90.86	  91.99	  93.58	  94.14	  93.62	  93.54	  93.62	  94.40	  94.52	  93.21	  94.63	  93.56	  90.20	  94.93	  93.99	  93.00	  93.77	  93.28	  92.35	  90.93	  93.16	  93.36	  86.08	  91.74	  93.22	  93.02	  93.78	  93.10	  94.13	  92.92	  93.08	  92.61	  93.25	  92.99	  94.54	  94.63	  94.18	  94.56	  94.03	  93.59	  92.01	  94.02	  92.12	  94.14	  92.38	  93.96	  93.83	  94.54	  93.64	  93.40	  94.47	  93.82	  94.31	  90.44	  92.76	  92.91	  93.27	  93.12	  93.37	  93.47	  92.30	  92.89	  92.97	  93.54	  93.07	  93.46	  93.43	  92.01	  93.61	  94.46	  93.13	  94.43	  93.48	  93.57	  93.11	  93.29	  94.27	  93.21	  93.47	  93.53	  93.25	  93.79	  93.86	  93.48	  92.74	  93.00	  93.42	  94.47	  93.40	  91.05	  93.04	  93.06	  93.26	  93.58	  93.42	  93.41	  94.57	  94.45	  93.34	  94.51	  92.23	  94.66	  93.54	  93.41	  94.53	  94.11	  93.43	  92.68	  94.29	  93.48	  94.34	  94.64	  92.65	  93.42
C16    	  90.05	  88.41	  88.38	  90.29	  86.74	  90.11	  92.52	  90.16	  91.97	  90.98	  89.72	  89.17	  88.63	  89.68	  91.50	  90.26	  89.81	  91.97	  89.29	  92.13	  89.01	  90.11	  90.06	  89.25	  89.97	  91.61	  91.12	  90.37	  90.01	  89.73	  91.23	  87.16	  90.25	  86.42	  88.61	  85.35	  88.08	  89.43	  88.36	  89.31	  89.23	  91.73	  90.51	  89.20	  86.49	  86.36	  87.87	  89.44	  89.74	  88.32	  90.72	  88.51	  92.47	  89.33	  88.99	  88.06	  88.19	  88.11	  88.19	  89.58	  88.36	  88.36	  88.01	  88.31	  87.90	  89.70	  89.47	  89.72	  89.64	  89.06	 100.00	  89.41	  90.00	  89.83	  89.78	  88.73	  89.80	  88.95	  87.88	  89.66	  89.23	  92.71	  89.43	  88.13	  89.76	  90.31	  90.30	  89.91	  89.46	  90.36	  89.03	  90.60	  92.16	  88.83	  89.35	  91.20	  89.97	  86.52	  89.56	  90.02	  89.53	  90.15	  89.36	  90.04	  87.87	  88.81	  89.18	  90.32	  92.35	  92.74	  92.71	  89.86	  89.77	  89.84	  90.23	  92.61	  90.65	  90.55	  90.16	  89.13	  89.69	  90.39	  88.86	  87.37	  88.53	  92.43	  84.36	  91.78	  92.22	  91.97	  89.61	  89.06	  89.90	  89.67	  89.84	  89.62	  89.50	  88.90	  90.42	  90.27	  89.39	  90.47	  88.78	  89.06	  88.55	  89.15	  90.36	  89.42	  89.25	  89.34	  89.39	  89.92	  89.98	  92.49	  89.86	  89.96	  89.60	  88.47	  88.23	  90.16	  90.22	  89.51	  89.63	  89.41	  88.82	  88.90	  89.14	  89.73	  90.49	  92.40	  90.74	  89.96	  90.82	  90.07	  89.25	  89.99	  90.09	  89.87	  89.80	  89.94	  89.98	  89.96	  89.91	  89.98	  89.86	  89.43	  89.59	  89.25	  90.16	  92.09	  92.42	  90.08	  92.23	  88.47	  90.22	  90.34	  90.28	  89.43	  90.62	  90.87	  90.81	  90.02	  92.26	  90.15	  89.53	  89.84	  92.46	  92.54	  89.78	  89.01	  90.47	  88.49	  90.43	  90.48	  89.96	  89.45	  89.83	  89.60
C160   	  94.87	  92.73	  92.00	  94.51	  89.28	  94.33	  93.42	  94.22	  93.17	  93.28	  93.83	  93.98	  93.45	  94.17	  93.30	  92.10	  94.54	  93.25	  92.85	  93.15	  91.63	  94.15	  93.21	  92.12	  92.89	  93.24	  94.63	  92.36	  94.12	  94.02	  92.30	  90.17	  91.57	  89.30	  91.81	  88.98	  91.02	  94.45	  91.41	  92.71	  92.33	  92.76	  92.23	  92.54	  90.21	  90.14	  90.96	  92.43	  94.24	  91.52	  92.66	  92.87	  93.61	  94.45	  92.04	  91.88	  92.16	  92.12	  92.76	  94.12	  93.03	  92.78	  92.05	  92.20	  91.92	  94.08	  93.88	  93.96	  93.76	  96.75	  89.41	 100.00	  93.04	  93.99	  93.91	  91.55	  92.87	  91.94	  90.74	  93.36	  93.62	  93.89	  93.82	  92.79	  93.35	  93.60	  93.34	  92.26	  92.92	  94.95	  91.65	  93.05	  92.43	  91.78	  93.65	  92.75	  91.66	  90.21	  91.86	  94.51	  92.74	  94.16	  93.34	  94.36	  90.79	  92.20	  93.60	  94.47	  93.39	  93.48	  93.80	  94.44	  94.52	  93.34	  94.73	  93.50	  90.41	  95.25	  93.95	  93.12	  93.89	  93.34	  92.49	  90.97	  93.01	  93.34	  85.96	  92.08	  93.14	  93.04	  93.88	  92.96	  94.04	  92.65	  93.04	  92.68	  93.25	  93.01	  94.54	  94.28	  93.99	  94.33	  93.72	  93.47	  92.03	  93.81	  92.11	  94.09	  92.48	  93.92	  93.58	  94.48	  93.62	  93.48	  94.31	  93.86	  94.60	  90.55	  92.74	  93.25	  93.29	  93.33	  93.45	  93.40	  92.53	  93.16	  93.20	  93.58	  93.34	  93.67	  93.24	  92.08	  93.94	  94.75	  93.30	  94.37	  93.61	  93.40	  93.00	  93.39	  94.24	  93.14	  93.22	  93.28	  93.12	  93.75	  93.85	  93.50	  92.86	  93.10	  93.71	  94.59	  93.48	  90.90	  92.99	  93.08	  93.19	  93.69	  93.39	  93.51	  94.57	  94.44	  93.36	  94.52	  92.31	  94.25	  93.64	  93.66	  94.59	  93.90	  93.55	  92.94	  94.45	  93.42	  94.73	  94.27	  92.61	  93.55
C161   	  93.51	  92.45	  91.72	  93.86	  89.52	  93.57	  94.21	  93.44	  94.11	  94.97	  93.42	  93.02	  92.50	  94.18	  95.03	  93.62	  93.24	  93.96	  92.85	  94.26	  92.33	  93.76	  96.13	  91.74	  92.30	  94.56	  93.99	  93.03	  93.08	  94.25	  93.42	  90.23	  92.30	  89.22	  91.57	  88.36	  90.32	  93.35	  91.78	  93.01	  92.95	  94.00	  93.65	  92.80	  89.75	  89.56	  91.13	  92.00	  93.27	  91.54	  94.46	  93.33	  94.47	  93.33	  91.51	  91.34	  91.55	  91.64	  92.37	  93.50	  92.65	  92.29	  91.70	  91.49	  91.17	  93.07	  92.82	  92.92	  92.72	  93.19	  90.00	  93.04	 100.00	  92.87	  92.71	  91.47	  92.33	  91.10	  90.91	  93.25	  92.47	  94.70	  92.44	  92.19	  93.01	  92.79	  92.88	  93.66	  92.77	  93.85	  92.19	  92.87	  93.06	  92.01	  92.54	  94.07	  92.58	  89.75	  92.75	  93.63	  92.00	  93.00	  92.69	  92.93	  91.28	  92.20	  93.44	  93.42	  94.37	  94.54	  94.69	  93.18	  93.18	  92.59	  93.44	  94.41	  91.31	  93.53	  92.79	  92.05	  92.98	  93.26	  92.41	  90.55	  92.37	  94.28	  85.84	  92.84	  94.04	  94.18	  92.70	  92.94	  93.28	  92.34	  92.64	  92.21	  92.77	  91.98	  94.07	  93.90	  93.77	  94.09	  92.90	  93.68	  90.95	  93.00	  93.10	  94.06	  92.51	  93.84	  93.64	  94.36	  92.92	  94.42	  94.39	  93.01	  93.61	  90.44	  92.23	  92.49	  92.79	  92.75	  92.82	  92.63	  92.10	  92.47	  92.63	  92.83	  93.10	  94.40	  93.26	  92.69	  93.35	  93.35	  92.07	  93.36	  93.09	  93.01	  92.79	  93.22	  93.27	  93.00	  93.37	  93.24	  93.17	  92.90	  92.81	  92.62	  92.70	  94.12	  94.32	  93.15	  94.09	  90.55	  92.74	  92.51	  92.57	  92.94	  92.96	  93.29	  93.95	  93.87	  94.34	  93.52	  92.80	  93.35	  94.43	  94.27	  93.72	  93.73	  93.24	  92.58	  93.31	  93.23	  93.71	  93.10	  92.35	  92.84
