	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C153   	   0.67	   0.65	   0.27	   0.67	   0.51	   0.70	   0.56	   0.67	   0.55	   0.63	   0.60	   0.69	   0.65	   0.65	   0.57	   0.53	   0.71	   0.54	   0.58	   0.54	   0.55	   0.62	   0.64	   0.59	   0.60	   0.57	   0.62	   0.52	   0.64	   0.63	   0.54	   0.61	   0.60	   0.60	   0.50	   0.44	   0.57	   0.70	   0.52	   0.51	   0.51	   0.54	   0.57	   0.51	   0.45	   0.45	   0.51	   0.55	   0.64	   0.60	   0.54	   0.72	   0.56	   0.69	   0.45	   0.27	   0.28	   0.25	   0.60	   0.68	   0.59	   0.62	   0.23	   0.00	   0.28	   0.70	   0.67	   0.67	   0.71	   0.72	   0.52	   0.67	   0.64	   0.65	   0.66	   0.53	   0.51	   0.50	   0.56	   0.61	   0.52	   0.55	   0.56	   0.62	   0.56	   0.45	   0.46	   0.54	   0.64	   0.65	   0.52	   0.54	   0.56	   0.55	   0.58	   0.47	   0.49	   0.52	   0.59	   0.76	   0.58	   0.63	   0.58	   0.70	   0.51	   0.54	   0.77	   0.63	   0.54	   0.55	   0.58	   0.65	   0.65	   0.54	   0.68	   0.54	   0.59	   0.63	   0.66	   0.64	   0.67	   0.49	   0.57	   0.72	   0.63	   0.54	   0.73	   0.56	   0.58	   0.59	   0.72	   0.63	   0.70	   0.57	   0.53	   0.54	   0.58	   0.67	   0.60	   0.62	   0.69	   0.63	   0.71	   0.71	   0.69	   0.72	   0.58	   0.72	   0.45	   0.65	   0.72	   0.70	   0.59	   0.55	   0.71	   0.60	   0.68	   0.52	   0.60	   0.55	   0.54	   0.57	   0.51	   0.53	   0.55	   0.52	   0.55	   0.53	   0.52	   0.54	   0.50	   0.46	   0.42	   0.66	   0.61	   0.61	   0.63	   0.57	   0.57	   0.57	   0.68	   0.58	   0.59	   0.56	   0.62	   0.67	   0.66	   0.66	   0.53	   0.54	   0.56	   0.66	   0.56	   0.56	   0.54	   0.55	   0.57	   0.68	   0.56	   0.54	   0.60	   0.70	   0.60	   0.65	   0.52	   0.68	   0.52	   0.54	   0.68	   0.69	   0.54	   0.75	   0.63	   0.53	   0.68	   0.67	   0.48	   0.55
C154   	   0.67	   0.58	   0.33	   0.69	   0.49	   0.70	   0.60	   0.64	   0.60	   0.69	   0.68	   0.73	   0.65	   0.70	   0.64	   0.61	   0.74	   0.59	   0.65	   0.60	   0.56	   0.67	   0.71	   0.55	   0.60	   0.63	   0.64	   0.57	   0.71	   0.66	   0.62	   0.67	   0.64	   0.64	   0.56	   0.48	   0.60	   0.78	   0.55	   0.55	   0.49	   0.63	   0.60	   0.52	   0.51	   0.47	   0.56	   0.61	   0.70	   0.63	   0.61	   0.77	   0.62	   0.74	   0.51	   0.31	   0.34	   0.34	   0.65	   0.63	   0.66	   0.66	   0.34	   0.28	   0.00	   0.69	   0.68	   0.74	   0.75	   0.76	   0.58	   0.70	   0.68	   0.67	   0.71	   0.56	   0.54	   0.57	   0.50	   0.63	   0.54	   0.60	   0.53	   0.64	   0.63	   0.50	   0.51	   0.59	   0.62	   0.71	   0.60	   0.57	   0.62	   0.53	   0.54	   0.52	   0.51	   0.48	   0.58	   0.71	   0.62	   0.68	   0.61	   0.74	   0.54	   0.61	   0.72	   0.63	   0.60	   0.57	   0.62	   0.71	   0.69	   0.55	   0.73	   0.62	   0.63	   0.67	   0.71	   0.68	   0.70	   0.49	   0.58	   0.70	   0.64	   0.61	   0.75	   0.61	   0.62	   0.61	   0.68	   0.66	   0.67	   0.61	   0.59	   0.57	   0.62	   0.70	   0.64	   0.71	   0.75	   0.67	   0.75	   0.75	   0.73	   0.75	   0.54	   0.74	   0.51	   0.74	   0.75	   0.75	   0.62	   0.65	   0.75	   0.62	   0.72	   0.58	   0.66	   0.61	   0.59	   0.59	   0.56	   0.56	   0.53	   0.54	   0.59	   0.54	   0.50	   0.59	   0.56	   0.49	   0.46	   0.71	   0.65	   0.72	   0.58	   0.59	   0.65	   0.63	   0.68	   0.62	   0.64	   0.62	   0.59	   0.68	   0.70	   0.72	   0.59	   0.63	   0.62	   0.70	   0.64	   0.57	   0.59	   0.58	   0.56	   0.68	   0.49	   0.50	   0.63	   0.74	   0.58	   0.70	   0.59	   0.71	   0.60	   0.59	   0.74	   0.73	   0.57	   0.78	   0.66	   0.59	   0.73	   0.73	   0.53	   0.58
C155   	   0.45	   0.57	   0.71	   0.42	   0.69	   0.45	   0.65	   0.46	   0.65	   0.59	   0.51	   0.41	   0.53	   0.51	   0.66	   0.67	   0.40	   0.64	   0.60	   0.67	   0.72	   0.52	   0.63	   0.69	   0.70	   0.63	   0.52	   0.78	   0.55	   0.50	   0.65	   0.65	   0.68	   0.69	   0.70	   0.70	   0.67	   0.45	   0.72	   0.69	   0.70	   0.67	   0.64	   0.68	   0.73	   0.72	   0.67	   0.70	   0.47	   0.67	   0.68	   0.46	   0.68	   0.48	   0.70	   0.69	   0.71	   0.70	   0.49	   0.50	   0.55	   0.56	   0.68	   0.70	   0.69	   0.00	   0.27	   0.29	   0.27	   0.52	   0.65	   0.47	   0.62	   0.52	   0.53	   0.71	   0.69	   0.68	   0.73	   0.68	   0.69	   0.63	   0.70	   0.55	   0.70	   0.70	   0.70	   0.75	   0.71	   0.38	   0.71	   0.71	   0.68	   0.73	   0.74	   0.78	   0.74	   0.69	   0.75	   0.48	   0.66	   0.54	   0.61	   0.42	   0.70	   0.69	   0.37	   0.39	   0.66	   0.65	   0.65	   0.46	   0.43	   0.70	   0.46	   0.66	   0.69	   0.43	   0.41	   0.54	   0.33	   0.69	   0.75	   0.42	   0.49	   0.63	   0.43	   0.68	   0.69	   0.65	   0.64	   0.58	   0.35	   0.70	   0.64	   0.69	   0.66	   0.44	   0.54	   0.51	   0.39	   0.54	   0.43	   0.33	   0.45	   0.43	   0.80	   0.41	   0.67	   0.42	   0.41	   0.39	   0.65	   0.65	   0.38	   0.65	   0.44	   0.72	   0.66	   0.70	   0.66	   0.72	   0.74	   0.70	   0.71	   0.71	   0.74	   0.70	   0.70	   0.64	   0.73	   0.69	   0.72	   0.60	   0.63	   0.63	   0.69	   0.68	   0.55	   0.55	   0.39	   0.50	   0.53	   0.52	   0.54	   0.43	   0.47	   0.46	   0.70	   0.64	   0.63	   0.39	   0.62	   0.68	   0.69	   0.70	   0.68	   0.45	   0.69	   0.72	   0.51	   0.46	   0.68	   0.35	   0.72	   0.41	   0.62	   0.62	   0.36	   0.42	   0.60	   0.43	   0.39	   0.64	   0.45	   0.42	   0.67	   0.72
C156   	   0.45	   0.56	   0.67	   0.41	   0.66	   0.41	   0.64	   0.47	   0.68	   0.65	   0.51	   0.38	   0.51	   0.53	   0.65	   0.67	   0.42	   0.61	   0.62	   0.65	   0.74	   0.46	   0.63	   0.72	   0.70	   0.62	   0.52	   0.78	   0.57	   0.49	   0.66	   0.67	   0.69	   0.70	   0.70	   0.71	   0.66	   0.39	   0.63	   0.66	   0.67	   0.64	   0.65	   0.65	   0.72	   0.73	   0.69	   0.66	   0.46	   0.67	   0.65	   0.46	   0.67	   0.50	   0.71	   0.69	   0.66	   0.71	   0.53	   0.46	   0.54	   0.53	   0.66	   0.67	   0.68	   0.27	   0.00	   0.25	   0.26	   0.47	   0.62	   0.45	   0.61	   0.55	   0.54	   0.69	   0.67	   0.66	   0.72	   0.65	   0.67	   0.65	   0.69	   0.54	   0.68	   0.71	   0.68	   0.77	   0.71	   0.37	   0.69	   0.70	   0.68	   0.72	   0.75	   0.72	   0.71	   0.71	   0.78	   0.47	   0.67	   0.51	   0.62	   0.43	   0.69	   0.71	   0.33	   0.41	   0.65	   0.62	   0.66	   0.43	   0.39	   0.68	   0.44	   0.66	   0.67	   0.40	   0.38	   0.47	   0.35	   0.67	   0.71	   0.44	   0.43	   0.62	   0.40	   0.67	   0.66	   0.63	   0.65	   0.52	   0.39	   0.70	   0.64	   0.68	   0.64	   0.42	   0.49	   0.51	   0.35	   0.52	   0.43	   0.30	   0.45	   0.43	   0.79	   0.42	   0.66	   0.38	   0.41	   0.38	   0.64	   0.63	   0.39	   0.67	   0.44	   0.71	   0.67	   0.66	   0.66	   0.70	   0.70	   0.71	   0.71	   0.67	   0.70	   0.66	   0.72	   0.59	   0.69	   0.68	   0.69	   0.60	   0.62	   0.60	   0.72	   0.68	   0.54	   0.54	   0.38	   0.51	   0.56	   0.52	   0.56	   0.44	   0.48	   0.46	   0.69	   0.64	   0.65	   0.38	   0.65	   0.70	   0.70	   0.71	   0.69	   0.46	   0.72	   0.73	   0.51	   0.48	   0.70	   0.35	   0.71	   0.39	   0.63	   0.60	   0.33	   0.37	   0.60	   0.40	   0.39	   0.62	   0.40	   0.45	   0.66	   0.71
C157   	   0.44	   0.61	   0.68	   0.40	   0.64	   0.46	   0.62	   0.49	   0.68	   0.64	   0.50	   0.37	   0.53	   0.55	   0.64	   0.69	   0.41	   0.63	   0.62	   0.63	   0.74	   0.51	   0.60	   0.72	   0.68	   0.64	   0.51	   0.73	   0.54	   0.51	   0.67	   0.67	   0.66	   0.70	   0.68	   0.72	   0.66	   0.39	   0.65	   0.68	   0.71	   0.66	   0.64	   0.66	   0.71	   0.72	   0.65	   0.65	   0.40	   0.65	   0.66	   0.47	   0.71	   0.47	   0.65	   0.65	   0.68	   0.63	   0.51	   0.50	   0.55	   0.59	   0.68	   0.67	   0.74	   0.29	   0.25	   0.00	   0.27	   0.46	   0.67	   0.47	   0.63	   0.53	   0.51	   0.70	   0.67	   0.69	   0.68	   0.63	   0.67	   0.65	   0.70	   0.55	   0.69	   0.70	   0.64	   0.75	   0.73	   0.37	   0.68	   0.68	   0.65	   0.73	   0.73	   0.74	   0.72	   0.73	   0.76	   0.52	   0.66	   0.50	   0.61	   0.46	   0.65	   0.68	   0.40	   0.42	   0.65	   0.62	   0.66	   0.42	   0.40	   0.69	   0.44	   0.65	   0.68	   0.41	   0.40	   0.49	   0.37	   0.69	   0.69	   0.44	   0.46	   0.64	   0.43	   0.67	   0.66	   0.67	   0.70	   0.56	   0.41	   0.71	   0.64	   0.70	   0.64	   0.44	   0.52	   0.52	   0.35	   0.50	   0.38	   0.32	   0.42	   0.41	   0.79	   0.46	   0.64	   0.43	   0.36	   0.38	   0.65	   0.64	   0.41	   0.64	   0.46	   0.69	   0.63	   0.70	   0.68	   0.72	   0.66	   0.69	   0.70	   0.68	   0.66	   0.66	   0.73	   0.64	   0.65	   0.66	   0.70	   0.62	   0.62	   0.60	   0.71	   0.70	   0.51	   0.52	   0.41	   0.52	   0.48	   0.50	   0.57	   0.48	   0.46	   0.43	   0.64	   0.62	   0.64	   0.39	   0.63	   0.72	   0.64	   0.71	   0.69	   0.45	   0.74	   0.74	   0.55	   0.47	   0.68	   0.35	   0.69	   0.39	   0.62	   0.63	   0.32	   0.37	   0.60	   0.41	   0.43	   0.59	   0.41	   0.45	   0.65	   0.68
C158   	   0.47	   0.58	   0.72	   0.43	   0.67	   0.44	   0.68	   0.49	   0.69	   0.66	   0.50	   0.39	   0.53	   0.52	   0.66	   0.71	   0.47	   0.66	   0.61	   0.69	   0.76	   0.51	   0.60	   0.75	   0.72	   0.62	   0.57	   0.79	   0.51	   0.54	   0.69	   0.68	   0.66	   0.74	   0.72	   0.75	   0.69	   0.39	   0.68	   0.70	   0.74	   0.68	   0.64	   0.71	   0.74	   0.76	   0.71	   0.67	   0.47	   0.70	   0.68	   0.47	   0.72	   0.45	   0.72	   0.69	   0.67	   0.70	   0.56	   0.52	   0.56	   0.57	   0.70	   0.71	   0.75	   0.27	   0.26	   0.27	   0.00	   0.48	   0.65	   0.51	   0.65	   0.52	   0.51	   0.73	   0.70	   0.71	   0.73	   0.69	   0.67	   0.69	   0.72	   0.58	   0.70	   0.69	   0.70	   0.76	   0.75	   0.38	   0.73	   0.75	   0.69	   0.74	   0.74	   0.76	   0.73	   0.75	   0.80	   0.51	   0.70	   0.57	   0.63	   0.48	   0.70	   0.71	   0.39	   0.45	   0.63	   0.66	   0.67	   0.43	   0.43	   0.67	   0.42	   0.65	   0.69	   0.44	   0.36	   0.50	   0.39	   0.70	   0.73	   0.45	   0.45	   0.66	   0.38	   0.71	   0.65	   0.66	   0.65	   0.61	   0.36	   0.70	   0.67	   0.69	   0.68	   0.48	   0.54	   0.53	   0.35	   0.50	   0.41	   0.31	   0.44	   0.41	   0.80	   0.43	   0.68	   0.43	   0.38	   0.38	   0.66	   0.67	   0.42	   0.68	   0.45	   0.73	   0.66	   0.68	   0.68	   0.73	   0.71	   0.72	   0.73	   0.72	   0.69	   0.72	   0.74	   0.65	   0.72	   0.70	   0.72	   0.65	   0.66	   0.60	   0.74	   0.74	   0.52	   0.56	   0.44	   0.52	   0.54	   0.53	   0.58	   0.49	   0.47	   0.45	   0.69	   0.67	   0.67	   0.39	   0.67	   0.72	   0.68	   0.71	   0.67	   0.43	   0.75	   0.78	   0.52	   0.45	   0.71	   0.35	   0.75	   0.35	   0.66	   0.62	   0.35	   0.39	   0.67	   0.42	   0.43	   0.62	   0.42	   0.46	   0.70	   0.73
C159   	   0.42	   0.53	   0.71	   0.47	   0.65	   0.45	   0.63	   0.54	   0.65	   0.62	   0.48	   0.46	   0.55	   0.52	   0.59	   0.70	   0.50	   0.59	   0.54	   0.65	   0.76	   0.51	   0.59	   0.72	   0.69	   0.62	   0.52	   0.71	   0.52	   0.48	   0.63	   0.67	   0.63	   0.75	   0.69	   0.73	   0.66	   0.48	   0.67	   0.68	   0.69	   0.61	   0.64	   0.69	   0.75	   0.74	   0.72	   0.66	   0.50	   0.68	   0.69	   0.50	   0.66	   0.45	   0.69	   0.67	   0.71	   0.71	   0.47	   0.57	   0.50	   0.48	   0.69	   0.72	   0.76	   0.52	   0.47	   0.46	   0.48	   0.00	   0.64	   0.28	   0.58	   0.53	   0.53	   0.72	   0.65	   0.69	   0.74	   0.62	   0.69	   0.63	   0.74	   0.49	   0.69	   0.65	   0.60	   0.73	   0.71	   0.48	   0.72	   0.73	   0.62	   0.77	   0.73	   0.69	   0.69	   0.74	   0.80	   0.59	   0.65	   0.57	   0.60	   0.50	   0.72	   0.69	   0.58	   0.54	   0.61	   0.59	   0.61	   0.42	   0.51	   0.67	   0.47	   0.61	   0.67	   0.49	   0.44	   0.54	   0.48	   0.66	   0.67	   0.54	   0.51	   0.65	   0.54	   0.65	   0.58	   0.61	   0.69	   0.52	   0.54	   0.67	   0.66	   0.68	   0.70	   0.53	   0.54	   0.52	   0.49	   0.48	   0.52	   0.51	   0.54	   0.47	   0.78	   0.50	   0.72	   0.52	   0.51	   0.47	   0.61	   0.65	   0.49	   0.65	   0.50	   0.68	   0.68	   0.69	   0.70	   0.76	   0.74	   0.70	   0.75	   0.72	   0.68	   0.72	   0.73	   0.61	   0.63	   0.63	   0.68	   0.65	   0.65	   0.62	   0.72	   0.71	   0.56	   0.57	   0.50	   0.58	   0.53	   0.54	   0.61	   0.49	   0.43	   0.48	   0.63	   0.60	   0.61	   0.48	   0.65	   0.71	   0.66	   0.61	   0.62	   0.47	   0.75	   0.76	   0.52	   0.50	   0.64	   0.44	   0.73	   0.47	   0.62	   0.60	   0.46	   0.51	   0.65	   0.54	   0.51	   0.60	   0.55	   0.53	   0.63	   0.75
C16    	   0.63	   0.63	   0.55	   0.62	   0.54	   0.62	   0.36	   0.62	   0.31	   0.42	   0.51	   0.65	   0.65	   0.57	   0.32	   0.41	   0.64	   0.30	   0.59	   0.30	   0.61	   0.52	   0.57	   0.65	   0.70	   0.28	   0.51	   0.57	   0.68	   0.60	   0.32	   0.63	   0.35	   0.61	   0.66	   0.58	   0.65	   0.64	   0.65	   0.61	   0.62	   0.30	   0.40	   0.63	   0.58	   0.61	   0.62	   0.62	   0.63	   0.61	   0.40	   0.70	   0.32	   0.64	   0.62	   0.53	   0.55	   0.60	   0.64	   0.62	   0.60	   0.59	   0.52	   0.52	   0.58	   0.65	   0.62	   0.67	   0.65	   0.64	   0.00	   0.62	   0.57	   0.67	   0.69	   0.65	   0.63	   0.63	   0.66	   0.67	   0.58	   0.32	   0.67	   0.60	   0.62	   0.58	   0.58	   0.62	   0.69	   0.61	   0.58	   0.62	   0.38	   0.63	   0.64	   0.48	   0.52	   0.59	   0.66	   0.66	   0.64	   0.65	   0.65	   0.63	   0.68	   0.67	   0.64	   0.64	   0.31	   0.29	   0.28	   0.63	   0.67	   0.62	   0.64	   0.28	   0.37	   0.62	   0.66	   0.66	   0.65	   0.57	   0.65	   0.69	   0.64	   0.27	   0.73	   0.31	   0.30	   0.30	   0.70	   0.62	   0.63	   0.61	   0.65	   0.62	   0.62	   0.67	   0.51	   0.53	   0.61	   0.48	   0.65	   0.68	   0.70	   0.64	   0.63	   0.64	   0.58	   0.59	   0.64	   0.60	   0.67	   0.30	   0.59	   0.66	   0.65	   0.74	   0.69	   0.65	   0.64	   0.64	   0.66	   0.67	   0.65	   0.63	   0.63	   0.64	   0.64	   0.29	   0.60	   0.58	   0.59	   0.64	   0.63	   0.62	   0.62	   0.60	   0.61	   0.64	   0.67	   0.60	   0.66	   0.62	   0.63	   0.63	   0.63	   0.63	   0.61	   0.34	   0.34	   0.59	   0.29	   0.63	   0.60	   0.62	   0.64	   0.64	   0.59	   0.59	   0.53	   0.60	   0.36	   0.64	   0.62	   0.64	   0.28	   0.29	   0.66	   0.60	   0.59	   0.64	   0.66	   0.55	   0.60	   0.68	   0.62	   0.64
C160   	   0.40	   0.51	   0.65	   0.46	   0.67	   0.46	   0.64	   0.51	   0.62	   0.54	   0.50	   0.47	   0.53	   0.51	   0.64	   0.68	   0.49	   0.60	   0.57	   0.60	   0.73	   0.55	   0.56	   0.69	   0.69	   0.61	   0.51	   0.71	   0.53	   0.47	   0.64	   0.62	   0.65	   0.67	   0.68	   0.71	   0.65	   0.48	   0.65	   0.64	   0.68	   0.59	   0.67	   0.63	   0.73	   0.72	   0.67	   0.67	   0.47	   0.66	   0.68	   0.50	   0.61	   0.44	   0.67	   0.70	   0.66	   0.73	   0.46	   0.53	   0.43	   0.48	   0.67	   0.67	   0.70	   0.47	   0.45	   0.47	   0.51	   0.28	   0.62	   0.00	   0.54	   0.55	   0.52	   0.63	   0.66	   0.65	   0.74	   0.67	   0.69	   0.59	   0.70	   0.45	   0.66	   0.66	   0.62	   0.75	   0.71	   0.49	   0.73	   0.69	   0.64	   0.73	   0.69	   0.71	   0.68	   0.70	   0.79	   0.56	   0.65	   0.53	   0.63	   0.49	   0.67	   0.63	   0.58	   0.49	   0.64	   0.58	   0.60	   0.48	   0.47	   0.63	   0.48	   0.62	   0.63	   0.42	   0.49	   0.54	   0.46	   0.66	   0.67	   0.53	   0.47	   0.63	   0.52	   0.64	   0.65	   0.60	   0.67	   0.48	   0.50	   0.70	   0.61	   0.66	   0.68	   0.50	   0.49	   0.51	   0.51	   0.52	   0.49	   0.50	   0.51	   0.52	   0.77	   0.50	   0.68	   0.48	   0.55	   0.47	   0.60	   0.61	   0.48	   0.65	   0.52	   0.70	   0.67	   0.65	   0.66	   0.72	   0.71	   0.70	   0.70	   0.67	   0.75	   0.70	   0.67	   0.58	   0.68	   0.62	   0.68	   0.62	   0.60	   0.62	   0.70	   0.64	   0.57	   0.62	   0.51	   0.57	   0.56	   0.56	   0.60	   0.43	   0.44	   0.46	   0.68	   0.61	   0.60	   0.47	   0.61	   0.65	   0.65	   0.67	   0.63	   0.43	   0.73	   0.71	   0.49	   0.53	   0.65	   0.46	   0.70	   0.49	   0.63	   0.64	   0.47	   0.50	   0.61	   0.52	   0.48	   0.60	   0.52	   0.51	   0.64	   0.71
C161   	   0.57	   0.62	   0.65	   0.60	   0.63	   0.59	   0.56	   0.62	   0.55	   0.48	   0.57	   0.61	   0.65	   0.55	   0.61	   0.53	   0.57	   0.55	   0.60	   0.54	   0.64	   0.54	   0.27	   0.68	   0.65	   0.54	   0.55	   0.60	   0.63	   0.54	   0.57	   0.60	   0.61	   0.61	   0.67	   0.68	   0.65	   0.59	   0.63	   0.60	   0.61	   0.57	   0.55	   0.60	   0.68	   0.73	   0.63	   0.66	   0.62	   0.63	   0.56	   0.64	   0.57	   0.56	   0.64	   0.69	   0.62	   0.70	   0.52	   0.65	   0.55	   0.58	   0.63	   0.64	   0.68	   0.62	   0.61	   0.63	   0.65	   0.58	   0.57	   0.54	   0.00	   0.58	   0.61	   0.64	   0.64	   0.59	   0.67	   0.62	   0.62	   0.54	   0.66	   0.55	   0.64	   0.62	   0.61	   0.66	   0.70	   0.56	   0.59	   0.61	   0.60	   0.68	   0.69	   0.59	   0.66	   0.67	   0.70	   0.65	   0.57	   0.57	   0.62	   0.58	   0.64	   0.68	   0.68	   0.59	   0.59	   0.57	   0.54	   0.60	   0.61	   0.62	   0.66	   0.54	   0.57	   0.57	   0.59	   0.67	   0.63	   0.61	   0.70	   0.61	   0.63	   0.52	   0.63	   0.58	   0.59	   0.54	   0.66	   0.60	   0.59	   0.63	   0.59	   0.60	   0.63	   0.60	   0.56	   0.57	   0.62	   0.56	   0.61	   0.61	   0.60	   0.59	   0.63	   0.59	   0.57	   0.60	   0.66	   0.60	   0.60	   0.55	   0.61	   0.61	   0.60	   0.66	   0.68	   0.65	   0.64	   0.70	   0.71	   0.70	   0.67	   0.63	   0.70	   0.64	   0.65	   0.53	   0.63	   0.62	   0.59	   0.63	   0.62	   0.61	   0.63	   0.58	   0.64	   0.63	   0.60	   0.60	   0.61	   0.62	   0.65	   0.55	   0.59	   0.62	   0.61	   0.56	   0.56	   0.60	   0.52	   0.62	   0.63	   0.65	   0.58	   0.57	   0.63	   0.65	   0.54	   0.61	   0.59	   0.59	   0.61	   0.61	   0.58	   0.56	   0.59	   0.63	   0.59	   0.62	   0.60	   0.59	   0.59	   0.64	   0.58	   0.69
C162   	   0.52	   0.62	   0.67	   0.55	   0.65	   0.58	   0.65	   0.62	   0.70	   0.68	   0.58	   0.53	   0.59	   0.55	   0.67	   0.68	   0.57	   0.66	   0.60	   0.68	   0.73	   0.59	   0.59	   0.68	   0.58	   0.63	   0.58	   0.71	   0.24	   0.57	   0.69	   0.60	   0.67	   0.67	   0.66	   0.69	   0.62	   0.53	   0.61	   0.60	   0.66	   0.71	   0.65	   0.63	   0.70	   0.74	   0.68	   0.62	   0.55	   0.61	   0.66	   0.54	   0.68	   0.53	   0.68	   0.63	   0.63	   0.65	   0.54	   0.60	   0.56	   0.57	   0.63	   0.65	   0.67	   0.52	   0.55	   0.53	   0.52	   0.53	   0.67	   0.55	   0.58	   0.00	   0.22	   0.67	   0.64	   0.65	   0.69	   0.60	   0.65	   0.66	   0.66	   0.57	   0.64	   0.65	   0.60	   0.71	   0.61	   0.56	   0.70	   0.69	   0.66	   0.72	   0.66	   0.72	   0.71	   0.70	   0.79	   0.62	   0.62	   0.27	   0.60	   0.58	   0.68	   0.68	   0.58	   0.56	   0.66	   0.66	   0.68	   0.57	   0.54	   0.61	   0.57	   0.61	   0.68	   0.55	   0.55	   0.43	   0.58	   0.65	   0.66	   0.57	   0.56	   0.68	   0.58	   0.71	   0.66	   0.67	   0.56	   0.62	   0.57	   0.60	   0.61	   0.59	   0.58	   0.58	   0.60	   0.60	   0.53	   0.54	   0.54	   0.54	   0.58	   0.53	   0.74	   0.53	   0.66	   0.59	   0.54	   0.54	   0.57	   0.68	   0.52	   0.57	   0.54	   0.66	   0.64	   0.61	   0.65	   0.65	   0.64	   0.63	   0.62	   0.62	   0.62	   0.63	   0.68	   0.68	   0.61	   0.63	   0.66	   0.62	   0.63	   0.56	   0.63	   0.68	   0.59	   0.57	   0.60	   0.56	   0.57	   0.56	   0.61	   0.59	   0.54	   0.56	   0.65	   0.68	   0.63	   0.54	   0.67	   0.70	   0.64	   0.61	   0.60	   0.55	   0.77	   0.74	   0.58	   0.55	   0.68	   0.51	   0.69	   0.53	   0.64	   0.62	   0.52	   0.56	   0.66	   0.53	   0.56	   0.65	   0.56	   0.56	   0.59	   0.64
