	ARAF001	ARAF002	ARAF003	ARAF004	ARAF005	ARAF006	     C1	    C10	   C100	   C103	   C104	   C105	   C106	   C107	   C108	   C109	    C11	   C110	   C111	   C112	   C113	   C114	   C115	   C117	   C118	   C119	    C12	   C120	   C121	   C122	   C123	   C124	   C125	   C126	   C127	   C128	   C129	    C13	   C130	   C131	   C132	   C133	   C134	   C135	   C136	   C137	   C138	   C139	    C14	   C140	   C141	   C142	   C143	   C144	   C145	   C146	   C147	   C148	   C149	    C15	   C150	   C151	   C152	   C153	   C154	   C155	   C156	   C157	   C158	   C159	    C16	   C160	   C161	   C162	   C163	   C164	   C165	   C166	   C167	   C168	   C169	    C17	   C170	   C171	   C172	   C173	   C174	   C175	   C176	   C177	   C178	   C179	    C18	   C180	   C181	   C182	   C183	   C184	   C185	   C186	   C187	   C188	   C189	    C19	   C190	   C191	   C199	     C2	    C20	    C21	    C22	   C220	   C221	   C222	   C223	    C23	    C24	   C246	    C25	    C26	    C27	   C272	   C275	    C28	    C29	     C3	    C30	    C31	    C32	    C33	    C34	   C341	   C342	   C343	   C344	   C345	   C346	    C35	   C354	   C355	   C356	   C357	   C358	   C359	    C36	   C360	   C361	   C362	   C363	   C364	   C365	   C366	   C367	   C368	   C369	    C37	    C38	    C39	     C4	    C40	    C41	    C42	    C43	    C44	    C45	    C46	    C47	    C48	    C49	     C5	    C50	    C51	    C52	    C53	    C54	    C55	    C56	    C57	    C58	    C59	     C6	    C60	    C61	    C62	    C63	    C64	    C65	    C66	    C67	    C68	    C69	     C7	    C70	    C71	    C72	    C73	    C74	    C75	    C76	    C77	    C78	    C79	     C8	    C80	    C81	    C82	    C83	    C84	    C85	    C86	    C87	    C88	    C89	    C91	    C92	    C93	    C95	    C96
C143   	  97.04	  96.12	  96.10	  97.25	  95.13	  97.11	  98.49	  97.14	  98.42	  97.64	  97.00	  96.64	  96.35	  97.03	  98.10	  97.24	  97.15	  98.37	  96.82	  98.43	  96.54	  97.26	  97.15	  96.76	  96.94	  98.20	  97.67	  97.35	  96.98	  96.93	  97.99	  95.36	  97.46	  95.03	  96.34	  94.23	  95.89	  96.92	  96.07	  96.76	  96.63	  98.36	  97.28	  96.65	  95.23	  95.09	  95.91	  96.81	  96.89	  96.15	  97.60	  96.44	 100.00	  96.87	  96.57	  95.96	  96.18	  96.11	  96.23	  96.92	  96.19	  95.98	  95.94	  96.16	  95.92	  96.98	  96.81	  96.95	  96.90	  96.68	  96.09	  96.70	  97.16	  96.94	  96.89	  96.41	  96.97	  96.43	  95.73	  96.90	  96.68	  98.78	  96.64	  96.06	  96.96	  97.26	  97.25	  97.06	  96.78	  97.33	  96.50	  97.38	  97.86	  96.53	  96.69	  97.95	  97.29	  95.04	  96.96	  97.28	  96.87	  97.07	  96.82	  97.01	  95.89	  96.41	  96.60	  97.34	  98.61	  98.68	  98.75	  97.04	  96.91	  96.93	  97.18	  98.68	  96.76	  97.25	  96.93	  96.49	  97.08	  97.39	  96.45	  94.96	  96.25	  98.61	  92.79	  97.62	  98.46	  98.44	  96.93	  96.47	  97.10	  96.91	  97.12	  96.89	  96.88	  96.16	  97.36	  97.37	  96.82	  97.36	  96.42	  96.72	  95.66	  96.51	  97.30	  96.94	  96.69	  97.02	  96.72	  97.12	  97.01	  98.53	  97.08	  96.95	  96.85	  95.73	  95.99	  97.10	  97.24	  96.73	  96.77	  96.76	  96.24	  96.40	  96.44	  96.91	  97.41	  98.74	  97.47	  96.92	  97.57	  97.05	  96.37	  97.05	  96.94	  97.00	  97.03	  97.11	  97.10	  97.18	  97.13	  97.13	  97.03	  96.89	  96.86	  96.77	  97.08	  98.40	  98.51	  97.12	  98.42	  96.01	  97.11	  97.29	  97.24	  96.90	  97.31	  97.51	  97.80	  97.17	  98.58	  97.21	  96.74	  97.18	  98.66	  98.74	  97.00	  96.67	  97.51	  96.32	  97.34	  97.42	  97.13	  96.87	  96.98	  96.86
C144   	  97.84	  96.19	  95.93	  97.49	  94.62	  97.37	  96.71	  97.31	  96.61	  96.41	  96.84	  96.66	  96.30	  96.85	  96.53	  95.69	  97.45	  96.65	  96.05	  96.75	  95.54	  97.00	  96.53	  96.47	  96.73	  96.26	  97.40	  96.03	  97.06	  96.83	  96.19	  94.85	  95.76	  94.45	  95.72	  93.75	  95.44	  97.05	  95.35	  96.07	  96.04	  96.44	  95.83	  95.92	  94.47	  94.35	  95.17	  96.42	  96.71	  95.65	  96.09	  96.29	  96.87	 100.00	  96.08	  95.73	  95.87	  96.02	  96.13	  96.75	  96.22	  96.04	  95.77	  95.92	  95.64	  97.46	  97.23	  97.48	  97.23	  97.24	  94.36	  97.15	  96.55	  97.25	  97.07	  95.63	  96.56	  95.84	  95.24	  96.45	  96.12	  96.93	  96.14	  95.98	  96.37	  96.83	  96.84	  96.12	  96.22	  97.62	  95.49	  96.73	  96.21	  95.72	  96.32	  96.66	  95.98	  94.62	  95.69	  97.66	  96.31	  97.28	  96.48	  97.29	  95.21	  95.78	  96.84	  97.33	  96.84	  96.83	  96.88	  97.34	  97.18	  96.72	  97.48	  96.93	  95.22	  97.50	  97.05	  96.70	  97.18	  97.06	  95.83	  94.96	  96.33	  96.63	  92.63	  95.97	  96.68	  96.67	  96.56	  96.14	  97.57	  96.57	  96.82	  96.38	  96.44	  96.19	  97.28	  97.30	  97.19	  97.27	  96.94	  96.87	  95.67	  96.89	  96.09	  96.97	  95.95	  96.84	  96.81	  97.18	  97.04	  96.79	  97.05	  96.58	  97.09	  95.15	  95.89	  96.90	  96.89	  96.19	  96.30	  96.38	  95.79	  96.04	  96.07	  96.43	  97.02	  96.74	  97.07	  96.03	  97.18	  96.86	  96.07	  96.72	  96.61	  96.58	  96.54	  96.66	  97.75	  96.56	  96.76	  96.71	  96.65	  97.10	  97.29	  97.10	  96.73	  96.71	  96.90	  97.27	  96.58	  95.64	  96.85	  96.78	  96.90	  97.22	  96.85	  96.95	  97.57	  97.22	  96.84	  97.69	  96.06	  97.54	  96.97	  96.90	  97.40	  96.71	  97.12	  96.10	  97.37	  97.02	  97.04	  97.18	  96.58	  96.49
C145   	  96.27	  95.54	  95.91	  96.51	  94.98	  96.27	  96.52	  96.45	  96.35	  95.72	  95.86	  95.79	  95.87	  95.75	  96.20	  96.02	  96.39	  96.36	  96.02	  96.34	  95.98	  96.13	  95.66	  96.44	  96.67	  96.03	  96.68	  96.74	  96.47	  95.87	  95.91	  95.26	  95.45	  94.78	  96.22	  94.09	  95.84	  95.84	  96.01	  96.48	  96.45	  96.19	  96.25	  96.38	  94.90	  94.90	  95.95	  96.49	  96.46	  95.87	  96.49	  95.28	  96.57	  96.08	 100.00	  95.96	  96.02	  96.04	  95.46	  96.48	  95.53	  95.53	  95.88	  95.85	  95.81	  96.38	  96.16	  96.23	  96.19	  95.84	  94.17	  95.85	  95.57	  96.41	  96.27	  96.17	  96.79	  96.38	  95.76	  96.47	  96.76	  96.69	  96.73	  95.21	  96.43	  96.96	  97.14	  96.30	  96.23	  96.54	  95.71	  97.05	  96.06	  96.06	  96.18	  96.86	  97.26	  94.72	  96.20	  96.32	  96.68	  96.45	  96.43	  96.28	  96.01	  96.06	  95.67	  96.41	  96.64	  96.63	  96.72	  96.22	  96.24	  96.77	  96.41	  96.57	  94.99	  96.47	  96.04	  95.94	  96.17	  97.24	  96.02	  94.06	  95.97	  96.56	  91.78	  95.80	  96.44	  96.43	  96.28	  95.58	  96.38	  96.70	  96.81	  96.62	  96.48	  95.16	  96.23	  96.25	  95.86	  96.29	  95.64	  95.68	  94.64	  95.71	  96.70	  95.85	  96.40	  95.91	  96.01	  96.06	  96.61	  96.55	  96.00	  96.52	  95.98	  95.23	  95.85	  96.81	  96.78	  96.78	  96.84	  96.71	  96.24	  96.42	  96.51	  96.82	  97.19	  96.54	  97.26	  96.80	  97.39	  96.40	  96.06	  96.48	  96.60	  96.50	  96.34	  96.37	  96.32	  96.25	  96.53	  96.34	  96.39	  96.46	  96.54	  96.41	  96.99	  96.42	  96.54	  96.28	  96.43	  95.55	  96.79	  97.09	  97.09	  96.43	  96.95	  97.02	  96.83	  96.05	  96.45	  96.37	  96.59	  96.24	  96.63	  96.58	  95.96	  95.74	  97.06	  95.66	  96.49	  96.99	  96.31	  96.13	  97.03	  96.84
C146   	  95.81	  96.06	  98.00	  95.77	  94.52	  95.56	  95.90	  95.63	  95.69	  95.50	  95.72	  95.25	  96.09	  95.52	  95.84	  95.69	  95.66	  95.82	  95.75	  95.80	  95.71	  95.81	  95.48	  95.60	  95.90	  95.67	  95.87	  96.20	  95.73	  95.62	  95.29	  94.73	  94.78	  94.23	  95.80	  95.14	  95.04	  96.04	  95.45	  96.01	  95.92	  95.61	  95.85	  95.98	  95.94	  95.96	  95.70	  95.99	  96.13	  95.50	  96.06	  95.02	  95.96	  95.73	  95.96	 100.00	  98.21	  98.08	  96.09	  96.01	  96.10	  96.02	  98.23	  98.09	  98.15	  95.48	  95.39	  95.40	  95.35	  95.77	  93.65	  95.77	  95.47	  95.62	  95.56	  95.90	  95.81	  95.50	  95.49	  96.16	  96.32	  96.04	  96.28	  96.03	  96.24	  96.34	  96.49	  96.20	  96.02	  95.69	  95.30	  96.09	  95.36	  95.88	  95.80	  96.32	  95.91	  95.14	  95.70	  95.62	  95.99	  95.67	  95.93	  95.58	  95.74	  96.00	  95.39	  95.70	  95.92	  95.98	  95.92	  95.65	  95.52	  95.83	  95.70	  96.13	  94.31	  95.79	  95.33	  95.14	  95.51	  96.47	  96.13	  93.89	  95.62	  95.88	  91.32	  95.13	  95.87	  95.73	  95.66	  95.88	  95.62	  95.97	  95.99	  95.98	  96.12	  94.98	  95.99	  96.05	  95.59	  96.09	  95.51	  95.32	  94.51	  95.62	  95.96	  95.75	  96.35	  95.51	  95.66	  95.74	  95.79	  95.92	  95.67	  95.97	  95.91	  94.80	  95.46	  95.88	  95.89	  96.28	  96.30	  96.30	  95.75	  96.02	  96.15	  96.27	  96.30	  95.95	  96.39	  96.05	  96.41	  96.02	  95.51	  96.07	  96.22	  96.19	  95.54	  95.67	  95.54	  95.64	  95.79	  95.71	  95.73	  95.64	  95.83	  95.83	  96.02	  95.77	  95.89	  95.65	  95.69	  94.68	  95.90	  96.16	  96.22	  95.73	  95.98	  96.18	  95.86	  95.87	  95.89	  95.71	  96.25	  95.62	  96.06	  95.98	  95.99	  95.49	  96.36	  95.43	  95.81	  96.29	  96.09	  96.00	  96.31	  96.41
C147   	  95.86	  96.18	  98.25	  95.90	  94.65	  95.71	  95.93	  95.65	  95.88	  95.64	  95.77	  95.47	  96.12	  95.66	  95.98	  95.77	  95.73	  95.89	  95.77	  96.05	  95.75	  96.03	  95.56	  95.76	  95.77	  95.83	  96.01	  96.12	  95.71	  95.84	  95.43	  94.85	  94.85	  94.49	  95.98	  95.45	  95.31	  96.19	  95.41	  96.24	  96.00	  95.82	  95.97	  96.23	  96.09	  95.97	  95.86	  96.02	  96.20	  95.67	  96.26	  95.13	  96.18	  95.87	  96.02	  98.21	 100.00	  98.32	  96.18	  96.21	  96.22	  96.08	  98.33	  98.30	  98.27	  95.77	  95.54	  95.58	  95.51	  95.93	  93.72	  95.92	  95.59	  95.79	  95.62	  96.12	  95.94	  95.61	  95.75	  96.21	  96.49	  96.23	  96.47	  96.08	  96.34	  96.48	  96.49	  96.44	  96.19	  95.86	  95.45	  96.25	  95.42	  95.89	  96.03	  96.42	  95.96	  95.33	  95.95	  95.75	  96.16	  95.85	  96.06	  95.64	  95.91	  96.02	  95.49	  95.93	  96.07	  96.08	  96.25	  95.75	  95.60	  95.94	  95.82	  96.10	  94.31	  95.94	  95.45	  95.25	  95.68	  96.51	  96.18	  93.86	  95.59	  96.09	  91.30	  95.19	  95.94	  95.83	  95.90	  96.01	  95.80	  96.16	  96.15	  96.20	  96.28	  95.10	  96.26	  96.21	  95.71	  96.23	  95.70	  95.43	  94.60	  95.68	  96.24	  95.96	  96.63	  95.66	  95.89	  95.83	  95.94	  96.14	  95.88	  96.18	  96.05	  94.84	  95.57	  95.96	  96.05	  96.38	  96.45	  96.30	  95.91	  96.12	  96.28	  96.32	  96.37	  96.02	  96.42	  96.24	  96.74	  96.19	  95.38	  96.04	  96.37	  96.30	  95.73	  95.82	  95.78	  95.83	  95.83	  95.82	  95.80	  95.93	  95.91	  95.82	  96.01	  95.85	  96.00	  95.63	  95.97	  94.87	  95.95	  96.38	  96.33	  95.85	  96.07	  96.19	  96.00	  95.91	  95.95	  95.84	  96.33	  95.69	  96.14	  96.10	  95.96	  95.65	  96.49	  95.50	  95.94	  96.35	  96.11	  96.15	  96.24	  96.49
C148   	  95.89	  96.28	  98.06	  95.89	  94.51	  95.70	  96.00	  95.74	  95.88	  95.70	  95.90	  95.53	  96.24	  95.76	  96.05	  95.75	  95.80	  95.88	  95.78	  95.99	  95.81	  96.23	  95.60	  95.83	  95.91	  96.04	  96.07	  96.08	  95.80	  95.90	  95.47	  94.90	  94.95	  94.50	  95.96	  95.36	  95.24	  96.16	  95.58	  96.12	  96.02	  95.82	  95.94	  96.09	  96.15	  96.01	  95.77	  96.00	  96.25	  95.68	  96.22	  95.33	  96.11	  96.02	  96.04	  98.08	  98.32	 100.00	  96.18	  96.30	  96.27	  96.06	  98.34	  98.16	  98.12	  95.76	  95.59	  95.70	  95.64	  95.93	  93.68	  95.90	  95.64	  95.88	  95.73	  95.89	  96.01	  95.47	  95.64	  96.21	  96.43	  96.27	  96.34	  96.04	  96.40	  96.42	  96.50	  96.51	  96.22	  95.92	  95.42	  96.19	  95.57	  95.98	  95.98	  96.32	  95.92	  95.36	  95.89	  95.83	  96.06	  95.80	  96.08	  95.67	  95.84	  96.08	  95.62	  95.86	  96.19	  96.08	  96.14	  95.80	  95.66	  95.83	  95.91	  96.10	  94.41	  95.87	  95.47	  95.30	  95.64	  96.65	  96.24	  94.05	  95.69	  96.02	  91.48	  95.16	  95.98	  95.96	  96.03	  95.97	  95.87	  96.12	  96.28	  96.09	  96.31	  95.26	  96.35	  96.35	  95.78	  96.34	  95.86	  95.61	  94.73	  95.86	  96.08	  96.00	  96.68	  95.76	  96.02	  96.01	  95.95	  96.14	  95.93	  96.19	  96.05	  94.93	  95.68	  95.99	  96.10	  96.30	  96.42	  96.26	  95.90	  96.19	  96.23	  96.39	  96.28	  96.07	  96.38	  96.22	  96.54	  96.14	  95.62	  96.11	  96.34	  96.43	  95.87	  96.00	  95.78	  95.90	  96.03	  95.86	  95.78	  96.01	  96.04	  95.91	  96.02	  95.99	  96.07	  95.66	  96.00	  94.86	  95.97	  96.32	  96.29	  95.96	  96.03	  96.21	  96.07	  95.90	  95.97	  95.89	  96.34	  95.70	  96.21	  96.14	  96.03	  95.70	  96.35	  95.63	  95.91	  96.34	  96.27	  96.23	  96.33	  96.49
C149   	  96.31	  98.12	  96.13	  96.22	  94.03	  96.12	  96.03	  96.39	  95.93	  96.04	  96.01	  96.37	  95.82	  96.41	  96.12	  96.00	  96.37	  96.01	  97.42	  96.10	  95.51	  96.29	  96.09	  95.44	  95.64	  96.08	  96.33	  95.74	  96.03	  96.54	  95.49	  94.84	  94.96	  94.38	  95.29	  94.71	  95.23	  96.34	  95.41	  96.00	  95.80	  95.80	  96.00	  95.93	  95.49	  95.63	  95.41	  95.93	  96.74	  95.56	  96.27	  96.12	  96.23	  96.13	  95.46	  96.09	  96.18	  96.18	 100.00	  96.71	  98.56	  98.32	  96.13	  96.17	  96.04	  96.35	  96.24	  96.17	  96.08	  96.35	  93.72	  96.25	  96.03	  96.03	  95.97	  95.67	  95.85	  95.24	  95.27	  95.83	  96.03	  96.40	  95.98	  98.15	  96.02	  95.83	  95.84	  95.93	  95.89	  96.29	  96.02	  95.72	  95.45	  95.64	  96.00	  96.03	  95.67	  94.90	  95.67	  96.22	  96.05	  96.07	  95.70	  96.20	  95.47	  95.90	  95.98	  96.32	  96.15	  96.01	  96.22	  96.26	  95.99	  95.58	  96.27	  96.22	  94.38	  96.25	  95.84	  95.60	  95.98	  96.16	  95.87	  94.95	  96.31	  96.15	  91.90	  95.28	  96.02	  95.91	  95.77	  97.87	  96.10	  96.05	  96.33	  96.13	  95.84	  95.25	  96.42	  96.40	  96.54	  96.34	  95.83	  96.13	  94.93	  95.84	  95.84	  96.64	  95.82	  96.58	  96.69	  96.80	  96.02	  96.18	  96.80	  96.05	  96.16	  94.51	  96.27	  96.11	  96.10	  96.03	  96.15	  96.09	  95.79	  95.94	  95.96	  96.29	  95.98	  96.19	  96.02	  95.81	  96.02	  96.09	  95.60	  96.02	  95.99	  96.08	  96.05	  96.24	  96.16	  96.18	  96.27	  96.28	  96.23	  95.97	  96.04	  95.78	  95.73	  95.97	  96.04	  96.39	  96.05	  94.55	  95.67	  96.02	  96.04	  96.04	  95.65	  95.68	  96.45	  96.35	  96.02	  96.37	  96.20	  96.13	  96.21	  96.14	  96.31	  97.00	  96.18	  95.93	  96.10	  95.97	  96.28	  96.20	  95.75	  96.28
C15    	  96.89	  96.77	  96.21	  97.28	  94.90	  96.99	  96.80	  97.61	  96.61	  96.57	  96.77	  97.40	  97.21	  97.20	  96.76	  96.38	  97.05	  96.73	  96.98	  96.71	  96.05	  97.10	  96.53	  96.76	  96.62	  96.56	  97.28	  96.58	  96.89	  97.19	  96.19	  95.52	  95.55	  95.11	  96.14	  94.26	  95.94	  97.22	  96.18	  96.87	  96.95	  96.57	  96.48	  96.94	  95.01	  94.94	  95.97	  96.76	  98.74	  96.34	  96.64	  96.48	  96.92	  96.75	  96.48	  96.01	  96.21	  96.30	  96.71	 100.00	  96.75	  96.72	  96.17	  96.22	  96.20	  97.22	  97.09	  97.10	  96.91	  96.93	  94.50	  96.97	  96.64	  96.89	  96.88	  96.07	  96.53	  96.13	  96.04	  96.79	  96.89	  97.03	  97.02	  96.59	  96.89	  96.75	  96.74	  96.47	  96.94	  97.46	  96.49	  96.82	  96.28	  96.44	  96.74	  96.89	  96.36	  95.11	  96.54	  97.41	  96.91	  97.09	  96.87	  96.94	  96.03	  96.33	  97.25	  97.32	  96.94	  96.92	  97.08	  97.10	  97.08	  96.82	  97.18	  96.92	  95.31	  97.43	  96.97	  96.51	  97.25	  97.26	  96.56	  95.58	  98.05	  96.73	  92.77	  95.93	  96.81	  96.74	  97.01	  97.10	  97.31	  96.96	  97.02	  96.90	  96.85	  96.33	  97.28	  97.19	  97.18	  97.23	  96.66	  97.03	  95.96	  96.87	  96.65	  97.20	  96.83	  96.95	  97.23	  97.23	  96.87	  96.82	  97.26	  97.08	  97.11	  95.39	  96.77	  96.81	  96.87	  97.22	  97.10	  97.10	  96.92	  96.92	  96.96	  97.25	  97.26	  96.95	  97.07	  96.43	  97.06	  97.30	  96.54	  97.21	  97.27	  97.11	  97.06	  97.15	  97.26	  97.20	  97.25	  97.13	  97.23	  97.18	  97.22	  96.99	  96.87	  96.62	  96.88	  97.16	  96.80	  95.61	  96.82	  96.99	  97.09	  97.19	  96.88	  97.02	  97.40	  97.31	  96.92	  97.36	  96.66	  97.21	  96.97	  96.96	  97.40	  97.43	  97.23	  96.97	  97.05	  97.09	  97.79	  97.19	  96.71	  97.28
C150   	  96.48	  98.24	  96.32	  96.39	  94.26	  96.24	  96.11	  96.40	  96.05	  96.26	  96.04	  96.28	  95.97	  96.50	  96.12	  95.96	  96.33	  95.94	  97.44	  95.99	  95.59	  96.15	  96.26	  95.51	  95.68	  96.10	  96.42	  95.91	  96.16	  96.60	  95.54	  95.04	  94.99	  94.59	  95.47	  94.80	  95.31	  96.29	  95.50	  96.15	  96.02	  95.85	  96.09	  95.99	  95.54	  95.49	  95.51	  96.09	  96.84	  95.59	  96.31	  96.17	  96.19	  96.22	  95.53	  96.10	  96.22	  96.27	  98.56	  96.75	 100.00	  98.31	  96.29	  96.26	  96.06	  96.38	  96.17	  96.23	  96.16	  96.36	  93.82	  96.39	  96.19	  96.11	  96.08	  95.71	  96.02	  95.49	  95.52	  95.93	  96.02	  96.33	  95.99	  98.19	  96.00	  95.99	  95.86	  96.02	  95.93	  96.32	  96.04	  95.78	  95.60	  95.63	  95.99	  96.06	  95.61	  94.92	  95.88	  96.31	  96.14	  96.09	  95.81	  96.27	  95.60	  95.85	  96.13	  96.48	  96.18	  96.26	  96.29	  96.25	  95.99	  95.81	  96.39	  96.23	  94.46	  96.26	  95.95	  95.76	  95.89	  96.24	  95.85	  94.99	  96.40	  96.12	  92.09	  95.32	  95.99	  95.90	  95.92	  98.03	  96.18	  96.16	  96.40	  96.30	  95.98	  95.35	  96.43	  96.36	  96.56	  96.38	  95.77	  96.05	  94.92	  95.91	  95.87	  96.61	  95.82	  96.55	  96.69	  96.80	  96.16	  96.15	  96.75	  96.10	  96.21	  94.60	  96.41	  96.14	  96.21	  96.15	  96.14	  96.19	  95.74	  96.11	  96.04	  96.36	  96.02	  96.20	  96.03	  95.82	  96.04	  96.20	  95.78	  96.06	  95.98	  96.11	  96.19	  96.21	  96.15	  96.22	  96.33	  96.28	  96.22	  96.07	  96.02	  95.92	  95.73	  95.94	  96.16	  96.29	  95.99	  94.77	  95.75	  96.03	  96.16	  96.07	  95.82	  95.81	  96.49	  96.40	  96.11	  96.33	  96.17	  96.11	  96.22	  96.12	  96.35	  96.84	  96.27	  95.95	  96.13	  96.16	  96.31	  96.14	  95.79	  96.28
C151   	  96.21	  98.05	  96.11	  96.10	  94.08	  95.99	  96.01	  96.36	  95.76	  96.05	  95.91	  96.31	  95.82	  96.34	  96.02	  95.86	  96.26	  95.93	  97.39	  95.92	  95.46	  96.11	  96.11	  95.38	  95.65	  95.89	  96.22	  95.65	  96.08	  96.42	  95.45	  94.91	  95.00	  94.53	  95.33	  94.87	  95.12	  96.21	  95.29	  95.88	  95.79	  95.69	  95.97	  95.85	  95.38	  95.37	  95.47	  95.78	  96.73	  95.54	  96.23	  95.97	  95.98	  96.04	  95.53	  96.02	  96.08	  96.06	  98.32	  96.72	  98.31	 100.00	  96.11	  96.27	  95.98	  96.24	  96.24	  96.16	  96.02	  96.25	  93.82	  96.26	  95.99	  95.90	  95.93	  95.54	  95.89	  95.31	  95.31	  95.79	  95.90	  96.23	  95.87	  98.12	  95.83	  95.94	  95.83	  95.83	  95.77	  96.26	  96.02	  95.75	  95.49	  95.53	  95.87	  95.98	  95.62	  94.77	  95.71	  95.97	  95.98	  95.88	  95.68	  96.17	  95.44	  95.68	  96.03	  96.33	  96.00	  96.09	  96.17	  96.18	  95.86	  95.64	  96.16	  96.11	  94.43	  96.31	  95.81	  95.56	  95.83	  96.16	  95.83	  94.99	  96.38	  95.89	  91.97	  95.28	  95.92	  95.80	  95.73	  97.79	  95.93	  95.97	  96.16	  96.04	  95.67	  95.30	  96.20	  96.18	  96.41	  96.16	  95.76	  95.96	  94.90	  95.73	  95.62	  96.45	  95.70	  96.33	  96.61	  96.70	  95.86	  95.97	  96.60	  96.01	  96.08	  94.43	  96.24	  96.01	  96.04	  96.03	  96.00	  96.06	  95.80	  95.85	  95.93	  96.08	  95.89	  96.09	  95.95	  95.77	  95.96	  95.90	  95.68	  95.98	  95.91	  95.96	  95.91	  96.14	  96.03	  96.02	  96.15	  96.18	  96.08	  95.94	  95.98	  95.71	  95.71	  95.81	  96.06	  96.35	  95.90	  94.54	  95.65	  95.95	  96.16	  95.95	  95.67	  95.82	  96.31	  96.22	  95.88	  96.13	  96.06	  95.95	  96.09	  96.01	  96.21	  96.83	  96.03	  95.97	  96.08	  95.98	  96.34	  96.16	  95.67	  96.10
C152   	  95.66	  96.07	  98.01	  95.74	  94.53	  95.64	  95.84	  95.73	  95.71	  95.50	  95.80	  95.21	  96.23	  95.59	  95.97	  95.75	  95.64	  95.73	  95.69	  95.82	  95.69	  96.01	  95.59	  95.59	  95.75	  95.85	  95.96	  96.10	  95.69	  95.59	  95.37	  94.85	  94.79	  94.40	  95.81	  95.34	  95.05	  96.11	  95.48	  96.02	  95.88	  95.70	  95.75	  95.95	  95.97	  95.97	  95.71	  95.86	  96.14	  95.46	  96.04	  95.01	  95.94	  95.77	  95.88	  98.23	  98.33	  98.34	  96.13	  96.17	  96.29	  96.11	 100.00	  98.13	  98.06	  95.61	  95.48	  95.43	  95.42	  95.76	  93.62	  95.86	  95.67	  95.73	  95.62	  95.90	  95.86	  95.50	  95.63	  96.17	  96.39	  96.06	  96.35	  95.96	  96.22	  96.51	  96.45	  96.37	  96.07	  95.85	  95.23	  96.09	  95.36	  95.78	  95.97	  96.30	  95.76	  95.29	  95.91	  95.65	  96.00	  95.64	  95.97	  95.43	  95.66	  96.04	  95.52	  95.66	  95.89	  95.98	  96.05	  95.52	  95.59	  95.73	  95.71	  96.03	  94.28	  95.86	  95.37	  95.08	  95.61	  96.46	  96.01	  93.85	  95.53	  95.88	  91.36	  95.09	  95.76	  95.82	  95.76	  95.96	  95.65	  96.01	  96.11	  96.02	  96.15	  95.05	  96.11	  96.05	  95.59	  96.10	  95.60	  95.31	  94.48	  95.69	  96.06	  95.85	  96.53	  95.67	  95.78	  95.81	  95.92	  95.97	  95.82	  96.16	  95.96	  94.63	  95.36	  95.84	  95.97	  96.21	  96.22	  96.17	  95.79	  96.04	  96.08	  96.30	  96.23	  95.93	  96.17	  95.99	  96.36	  96.13	  95.58	  95.99	  96.19	  96.13	  95.52	  95.73	  95.66	  95.71	  95.79	  95.77	  95.67	  95.76	  95.75	  95.74	  95.94	  95.79	  95.84	  95.60	  95.82	  94.62	  95.77	  96.14	  96.13	  95.79	  96.05	  96.19	  95.90	  95.71	  95.81	  95.76	  96.16	  95.57	  95.95	  95.98	  95.97	  95.58	  96.35	  95.48	  95.81	  96.23	  96.07	  96.08	  96.29	  96.30
